0:,1.225
100:,1.21328
200:,1.20165
300:,1.19011
400:,1.17865
500:,1.16727
600:,1.15598
700:,1.14478
800:,1.13366
900:,1.12261
1000:,1.11166
1100:,1.10079
1200:,1.08999
1300:,1.07928
1400:,1.06865
1500:,1.05810
1600:,1.04764
1700:,1.03725
1800:,1.02694
1900:,1.01671
2000:,1.00655
2100:,0.99647
2200:,0.98648
2300:,0.97656
2400:,0.96672
2500:,0.95695
2600:,0.94726
2700:,0.93764
2800:,0.92811
2900:,0.91864
3000:,0.90925
3100:,0.89993
3200:,0.89530
3300:,0.88152
3400:,0.87242
3500:,0.86340
3600:,0.85449
3700:,0.84556
3800:,0.83675
3900:,0.82801
4000:,0.81934
4100:,0.81074
4200:,0.80221
4300:,0.79375
4400:,0.78536
4500:,0.77798
4600:,0.76878
4700:,0.76059
4800:,0.75247
4900:,0.74441
5000:,0.73642
5100:,0.72850
5200:,0.72064
5300:,0.71285
5400:,0.70513
5500:,0.69746
5600:,0.68987
5700:,0.68233
5800:,0.67486
5900:,0.66745
6000:,0.66011
6500:,0.62431
7000:,0.59001
7500:,0.55719
8000:,0.52578
8500:,0.49575
9000:,0.46706
9500:,0.43966
10000:,0.4135
10500:,0.388
11000:,0.365
11500:,0.339
12000:,0.312
12500:,0.289
13000:,0.267
13500:,0.246
14000:,0.228
14500:,0.211
15000:,0.195
15500:,0.180
16000:,0.166
17000:,0.142
17500:,0.132
18000:,0.121
18500:,0.113
19000:,0.104
19500:,0.096
20000:,0.0889
20500:,0.0821
21000:,0.0757
21500:,0.0698
22000:,0.0645
22500:,0.0596
23000:,0.0550
23500:,0.0508
24000:,0.0470
24500:,0.0434
25000:,0.0400
25500:,0.0371
26000:,0.0342
26500:,0.0317
27000:,0.0293
27500:,0.0271
28000:,0.0251
28500:,0.0233
29000:,0.0215
29500:,0.0199
30000:,0.0184
30500,0.0170
31000,0.0157915
31500,0.0146293
32000,0.0180119
32500,0.0125298
33000,0.0115730
33500,0.0106945
34000,0.00988736
34500,0.00914553
35000,0.00846334
35500,0.00783567
36000,0.00725
36500,0.00673
37000,0.00623544
37500,0.00578
38000,0.00537
38500,0.004982
39000,0.00463
39500,0.0043
40000,0.004
40500,0.00372
41000,0.00346
41500,0.00322
42000,0.003
42500,0.002789
43000,0.0026
43500,0.00242
44000,0.00226
44500,0.002107
45000,0.00197
45500,0.001836
46000,0.00171
46500,0.001601
47000,0.0015
47500,0.00140116
48000,0.00131669
48500,0.001237
49000,0.001163
49500,0.001092
50000,0.00102687
50500,0.000965
51000,0.000907
52000,0.000805613
53000,0.0007179
54000,0.000639
55000,0.000568
56000,0.0005044
57000,0.0004473
58000,0.000396263
59000,0.000351
60000,0.00031
61000,0.0002732
62000,0.000241
63000,0.0002117
64000,0.000186
65000,0.000163209
66000,0.000143
67000,0.000125
68000,0.0001092
69000,0.0000952
70000,0.0000852
